epoch,lr-Adam,step,train/mse,val/mse
0,,6849,0.00023032042372506112,
,0.0005,6899,,
0,,6899,0.00035012266016565263,
,0.0005,6949,,
0,,6949,0.0006350178155116737,
,0.0005,6999,,
0,,6999,0.00038250122452154756,
,0.0005,7049,,
0,,7049,0.0006253763567656279,
,0.0005,7099,,
0,,7099,0.00022085453383624554,
,0.0005,7149,,
0,,7149,0.00020489958114922047,
,0.0005,7199,,
0,,7199,0.0002966577303595841,
,0.0005,7249,,
0,,7249,0.0003678295761346817,
,0.0005,7299,,
0,,7299,0.00017288960225414485,
,0.0005,7349,,
0,,7349,0.0005403740797191858,
,0.0005,7399,,
0,,7399,0.0004910017014481127,
,0.0005,7449,,
0,,7449,0.00017888072761707008,
,0.0005,7499,,
0,,7499,0.0002240788599010557,
,0.0005,7549,,
0,,7549,0.00013682522694580257,
,0.0005,7599,,
0,,7599,0.00023308020900003612,
,0.0005,7649,,
0,,7649,0.00029962777625769377,
,0.0005,7699,,
0,,7699,0.0005297374445945024,
,0.0005,7749,,
0,,7749,0.00032263158936984837,
,0.0005,7799,,
0,,7799,0.00034079590113833547,
,0.0005,7849,,
0,,7849,0.0009461833979003131,
,0.0005,7899,,
0,,7899,0.0005511448835022748,
,0.0005,7949,,
0,,7949,0.0006543933413922787,
,0.0005,7999,,
0,,7999,0.00039709839620627463,
,0.0005,8049,,
0,,8049,0.0006413342198356986,
,0.0005,8099,,
0,,8099,0.00025623146211728454,
,0.0005,8149,,
0,,8149,0.0014189695939421654,
,0.0005,8199,,
0,,8199,0.0003459231520537287,
,0.0005,8249,,
0,,8249,0.0003401749418117106,
,0.0005,8299,,
0,,8299,0.00028211454628035426,
,0.0005,8349,,
0,,8349,0.0004353985423222184,
,0.0005,8399,,
0,,8399,0.0003443141467869282,
,0.0005,8449,,
0,,8449,0.00023837570915929973,
,0.0005,8499,,
0,,8499,0.0007657515816390514,
,0.0005,8549,,
0,,8549,0.00027165774372406304,
,0.0005,8599,,
0,,8599,0.00016930975834839046,
,0.0005,8649,,
0,,8649,0.00026291594258509576,
,0.0005,8699,,
0,,8699,0.00034440509625710547,
,0.0005,8749,,
0,,8749,0.0005650736857205629,
,0.0005,8799,,
0,,8799,0.00027327053248882294,
,0.0005,8849,,
0,,8849,0.00028063845820724964,
,0.0005,8899,,
0,,8899,0.00018885386816691607,
,0.0005,8949,,
0,,8949,0.0005430240998975933,
,0.0005,8999,,
0,,8999,0.0004964184481650591,
,0.0005,9049,,
0,,9049,0.0002991210494656116,
,0.0005,9099,,
0,,9099,0.00017492187907919288,
,0.0005,9149,,
0,,9149,9.973766282200813e-05,
,0.0005,9199,,
0,,9199,0.0006722700782120228,
,0.0005,9249,,
0,,9249,0.0002741189091466367,
,0.0005,9299,,
0,,9299,0.00018236483447253704,
,0.0005,9349,,
0,,9349,0.0003217747434973717,
,0.0005,9399,,
0,,9399,0.0001860857300926,
,0.0005,9449,,
0,,9449,0.00016157334903255105,
,0.0005,9499,,
0,,9499,0.00018974885460920632,
,0.0005,9549,,
0,,9549,0.0003833428490906954,
,0.0005,9599,,
0,,9599,0.00010041601490229368,
,0.0005,9649,,
0,,9649,0.000333574105752632,
,0.0005,9699,,
0,,9699,0.00025249485042877495,
,0.0005,9749,,
0,,9749,0.00036890656338073313,
,0.0005,9799,,
0,,9799,0.0001387694792356342,
,0.0005,9849,,
0,,9849,0.00022517536126542836,
,0.0005,9899,,
0,,9899,0.00044696510303765535,
,0.0005,9949,,
0,,9949,0.00041683355811983347,
,0.0005,9999,,
0,,9999,0.0006677192868664861,
,0.0005,10049,,
0,,10049,0.00020760827464982867,
,0.0005,10099,,
0,,10099,0.0003183604567311704,
,0.0005,10149,,
0,,10149,0.00024801460676826537,
,0.0005,10199,,
0,,10199,0.0003099562891293317,
,0.0005,10249,,
0,,10249,0.000389233318855986,
,0.0005,10299,,
0,,10299,0.00024399020185228437,
,0.0005,10349,,
0,,10349,0.00017902672698255628,
,0.0005,10399,,
0,,10399,0.0003238243516534567,
,0.0005,10449,,
0,,10449,0.00017212468083016574,
,0.0005,10499,,
0,,10499,0.00019140019139740616,
,0.0005,10549,,
0,,10549,0.0002950027119368315,
,0.0005,10599,,
0,,10599,0.0002155005931854248,
,0.0005,10649,,
0,,10649,0.0001954543695319444,
,0.0005,10699,,
0,,10699,0.00023556605447083712,
,0.0005,10749,,
0,,10749,0.0005708849057555199,
,0.0005,10799,,
0,,10799,0.00021622981876134872,
,0.0005,10849,,
0,,10849,0.00015624880325049162,
,0.0005,10899,,
0,,10899,0.00016773522656876594,
,0.0005,10949,,
0,,10949,0.0006032524397596717,
,0.0005,10999,,
0,,10999,0.00011261302279308438,
,0.0005,11049,,
0,,11049,0.00017628594650886953,
,0.0005,11099,,
0,,11099,0.00044097931822761893,
,0.0005,11149,,
0,,11149,0.0003608139231801033,
,0.0005,11199,,
0,,11199,0.00023709883680567145,
,0.0005,11249,,
0,,11249,0.00020684984338004142,
,0.0005,11299,,
0,,11299,8.803595846984535e-05,
,0.0005,11349,,
0,,11349,0.00015743468247819692,
,0.0005,11399,,
0,,11399,0.0002109605266014114,
,0.0005,11449,,
0,,11449,0.0003070551319979131,
,0.0005,11499,,
0,,11499,0.00022250087931752205,
,0.0005,11549,,
0,,11549,0.00040509915561415255,
,0.0005,11599,,
0,,11599,0.0005138989654369652,
,0.0005,11649,,
0,,11649,0.0002580998989287764,
,0.0005,11699,,
0,,11699,0.0005054089706391096,
,0.0005,11749,,
0,,11749,0.00020092513295821846,
,0.0005,11799,,
0,,11799,0.0003256055642850697,
,0.0005,11849,,
0,,11849,0.0004905880778096616,
,0.0005,11899,,
0,,11899,0.00011323731450829655,
,0.0005,11949,,
0,,11949,0.0001869632105808705,
,0.0005,11999,,
0,,11999,5.88435068493709e-05,
,0.0005,12049,,
0,,12049,0.00044538246584124863,
,0.0005,12099,,
0,,12099,0.00017109942564275116,
,0.0005,12149,,
0,,12149,0.00023667165078222752,
,0.0005,12199,,
0,,12199,0.00028923145146109164,
,0.0005,12249,,
0,,12249,0.00017140932322945446,
,0.0005,12299,,
0,,12299,0.00029582338174805045,
,0.0005,12349,,
0,,12349,0.0003969377721659839,
,0.0005,12399,,
0,,12399,0.00018461490981280804,
,0.0005,12449,,
0,,12449,0.00039966957410797477,
,0.0005,12499,,
0,,12499,0.00047153414925560355,
,0.0005,12549,,
0,,12549,0.00028829037910327315,
,0.0005,12599,,
0,,12599,0.0006601598579436541,
,0.0005,12649,,
0,,12649,0.0001528096036054194,
,0.0005,12699,,
0,,12699,0.00020077324006706476,
,0.0005,12749,,
0,,12749,0.00010048455442301929,
,0.0005,12799,,
0,,12799,0.00037376597174443305,
,0.0005,12849,,
0,,12849,0.00043005295447073877,
,0.0005,12899,,
0,,12899,0.0002662082843016833,
,0.0005,12949,,
0,,12949,0.00032582186395302415,
,0.0005,12999,,
0,,12999,0.00015213602455332875,
,0.0005,13049,,
0,,13049,0.00021572734112851322,
,0.0005,13099,,
0,,13099,0.0002572703524492681,
,0.0005,13149,,
0,,13149,0.00021413073409348726,
,0.0005,13199,,
0,,13199,0.00020080355170648545,
,0.0005,13249,,
0,,13249,0.0002063089923467487,
,0.0005,13299,,
0,,13299,0.00017109280452132225,
,0.0005,13349,,
0,,13349,0.00037493021227419376,
,0.0005,13399,,
0,,13399,0.00042849997407756746,
,0.0005,13449,,
0,,13449,0.00016239681281149387,
,0.0005,13499,,
0,,13499,0.00015656241157557815,
,0.0005,13549,,
0,,13549,0.0002132595400325954,
,0.0005,13599,,
0,,13599,0.00015702321252319962,
,0.0005,13649,,
0,,13649,0.00018898255075328052,
,0.0005,13699,,
0,,13699,0.00012285822595003992,
,0.0005,13749,,
0,,13749,0.00029840919887647033,
,0.0005,13799,,
0,,13799,0.0003956423606723547,
,0.0005,13849,,
0,,13849,0.00013359065633267164,
,0.0005,13899,,
0,,13899,0.00015501503366976976,
,0.0005,13949,,
0,,13949,0.0002450032043270767,
,0.0005,13999,,
0,,13999,0.0001550973829580471,
,0.0005,14049,,
0,,14049,0.0004301182634662837,
,0.0005,14099,,
0,,14099,0.00021723727695643902,
,0.0005,14149,,
0,,14149,0.0002100484853144735,
,0.0005,14199,,
0,,14199,0.00031416575075127184,
,0.0005,14249,,
0,,14249,0.0001297410053666681,
,0.0005,14299,,
0,,14299,0.0005828762077726424,
,0.0005,14349,,
0,,14349,0.00012679344217758626,
,0.0005,14399,,
0,,14399,0.0001122435787692666,
,0.0005,14449,,
0,,14449,0.00016956604667939246,
,0.0005,14499,,
0,,14499,0.00010905089584412053,
,0.0005,14549,,
0,,14549,0.00015880519640631974,
,0.0005,14599,,
0,,14599,0.0005169605137780309,
,0.0005,14649,,
0,,14649,0.0001677028922131285,
,0.0005,14699,,
0,,14699,0.00011879191151820123,
,0.0005,14749,,
0,,14749,0.00016091865836642683,
,0.0005,14799,,
0,,14799,0.00020191498333588243,
,0.0005,14849,,
0,,14849,0.00023264315677806735,
,0.0005,14899,,
0,,14899,0.00024059053976088762,
,0.0005,14949,,
0,,14949,0.00018607353558763862,
,0.0005,14999,,
0,,14999,0.0003043066244572401,
,0.0005,15049,,
0,,15049,0.00026367843383923173,
,0.0005,15099,,
0,,15099,0.0002186414203606546,
,0.0005,15149,,
0,,15149,0.00013515711179934442,
,0.0005,15199,,
0,,15199,8.465852442895994e-05,
,0.0005,15249,,
0,,15249,0.00035606109304353595,
,0.0005,15299,,
0,,15299,7.6891272328794e-05,
,0.0005,15349,,
0,,15349,0.00024046793987508863,
,0.0005,15399,,
0,,15399,0.00017969624605029821,
,0.0005,15449,,
0,,15449,0.00016968609998002648,
,0.0005,15499,,
0,,15499,0.00013782535097561777,
,0.0005,15549,,
0,,15549,0.0003995581646449864,
,0.0005,15599,,
0,,15599,0.00023463511024601758,
,0.0005,15649,,
0,,15649,0.0004080927465111017,
,0.0005,15699,,
0,,15699,0.0001409088436048478,
,0.0005,15749,,
0,,15749,0.0004348509246483445,
,0.0005,15799,,
0,,15799,0.0002954743686132133,
,0.0005,15849,,
0,,15849,0.0002463660784997046,
,0.0005,15899,,
0,,15899,0.000148371938848868,
,0.0005,15949,,
0,,15949,0.00038056893390603364,
,0.0005,15999,,
0,,15999,0.00011918994277948514,
,0.0005,16049,,
0,,16049,0.00026275956770405173,
,0.0005,16099,,
0,,16099,0.00011337980686221272,
,0.0005,16149,,
0,,16149,0.0003228483838029206,
,0.0005,16199,,
0,,16199,0.00030294505995698273,
,0.0005,16249,,
0,,16249,0.0001978529617190361,
,0.0005,16299,,
0,,16299,0.00019679713295772672,
,0.0005,16349,,
0,,16349,0.00027960955048911273,
,0.0005,16399,,
0,,16399,0.000319649901939556,
,0.0005,16449,,
0,,16449,0.0003448494244366884,
,0.0005,16499,,
0,,16499,0.0002894279605243355,
,0.0005,16549,,
0,,16549,0.0001800625614123419,
,0.0005,16599,,
0,,16599,0.00016192787734325975,
,0.0005,16649,,
0,,16649,0.00023991867783479393,
,0.0005,16699,,
0,,16699,0.00022528247791342437,
,0.0005,16749,,
0,,16749,0.00023574418446514755,
,0.0005,16799,,
0,,16799,9.068768849829212e-05,
,0.0005,16849,,
0,,16849,0.0002115285606123507,
,0.0005,16899,,
0,,16899,0.00034662135294638574,
,0.0005,16949,,
0,,16949,0.0002057484962278977,
,0.0005,16999,,
0,,16999,0.0001836417941376567,
,0.0005,17049,,
0,,17049,0.00014307309174910188,
,0.0005,17099,,
0,,17099,0.00023399920610245317,
,0.0005,17149,,
0,,17149,0.0001816794101614505,
,0.0005,17199,,
0,,17199,0.0003086204524151981,
,0.0005,17249,,
0,,17249,0.000173504144186154,
,0.0005,17299,,
0,,17299,0.000268327712547034,
,0.0005,17349,,
0,,17349,0.00013575094635598361,
,0.0005,17399,,
0,,17399,0.00040039586019702256,
,0.0005,17449,,
0,,17449,0.00014694506535306573,
,0.0005,17499,,
0,,17499,0.00016318670532200485,
,0.0005,17549,,
0,,17549,6.469197978731245e-05,
,0.0005,17599,,
0,,17599,0.0001612283376744017,
,0.0005,17649,,
0,,17649,0.00014347577234730124,
,0.0005,17699,,
0,,17699,0.0002900263061746955,
,0.0005,17749,,
0,,17749,0.00019774207612499595,
,0.0005,17799,,
0,,17799,0.00027842921554110944,
,0.0005,17849,,
0,,17849,0.0003514967975206673,
,0.0005,17899,,
0,,17899,0.00021030967764090747,
,0.0005,17949,,
0,,17949,0.0002192411629948765,
,0.0005,17999,,
0,,17999,0.0002997976844199002,
,0.0005,18049,,
0,,18049,0.00035850805579684675,
,0.0005,18099,,
0,,18099,0.00010010755067924038,
,0.0005,18149,,
0,,18149,0.0005501415580511093,
,0.0005,18199,,
0,,18199,0.00014645569899585098,
,0.0005,18249,,
0,,18249,0.0001393474667565897,
,0.0005,18299,,
0,,18299,0.00010147452121600509,
,0.0005,18349,,
0,,18349,0.00016840716125443578,
,0.0005,18399,,
0,,18399,0.0003674373438116163,
,0.0005,18449,,
0,,18449,0.00010738354467321187,
,0.0005,18499,,
0,,18499,0.00027382804546505213,
,0.0005,18549,,
0,,18549,0.00021858568652532995,
,0.0005,18599,,
0,,18599,0.00019283095025457442,
,0.0005,18649,,
0,,18649,0.00013333017705008388,
,0.0005,18699,,
0,,18699,0.000681089295540005,
,0.0005,18749,,
0,,18749,0.00016448297537863255,
,0.0005,18799,,
0,,18799,0.00026775721926242113,
,0.0005,18849,,
0,,18849,0.00014047247532289475,
,0.0005,18899,,
0,,18899,0.0002814196050167084,
,0.0005,18949,,
0,,18949,0.00022340168652590364,
,0.0005,18999,,
0,,18999,0.0004937344929203391,
,0.0005,19049,,
0,,19049,0.00013525193207897246,
,0.0005,19099,,
0,,19099,0.00018367159646004438,
,0.0005,19149,,
0,,19149,0.0001233328366652131,
,0.0005,19199,,
0,,19199,0.00020925397984683514,
,0.0005,19249,,
0,,19249,7.205396832432598e-05,
,0.0005,19299,,
0,,19299,0.00013945047976449132,
,0.0005,19349,,
0,,19349,0.0001353828120045364,
,0.0005,19399,,
0,,19399,0.00015412099310196936,
,0.0005,19449,,
0,,19449,0.0002137114352080971,
,0.0005,19499,,
0,,19499,0.00011709850514307618,
,0.0005,19549,,
0,,19549,0.0001612617779755965,
,0.0005,19599,,
0,,19599,8.304737275466323e-05,
,0.0005,19649,,
0,,19649,0.0002704487997107208,
,0.0005,19699,,
0,,19699,0.00026517125661484897,
,0.0005,19749,,
0,,19749,0.0002850013552233577,
,0.0005,19799,,
0,,19799,0.0004773259279318154,
,0.0005,19849,,
0,,19849,0.00013568406575359404,
,0.0005,19899,,
0,,19899,6.083455809857696e-05,
,0.0005,19949,,
0,,19949,0.00022113704471848905,
,0.0005,19999,,
0,,19999,0.00027454568771645427,
,0.0005,20049,,
0,,20049,0.00021623788052238524,
,0.0005,20099,,
0,,20099,0.00026781513588503003,
,0.0005,20149,,
0,,20149,0.0002971943758893758,
,0.0005,20199,,
0,,20199,5.7886543800123036e-05,
,0.0005,20249,,
0,,20249,0.00027631514240056276,
,0.0005,20299,,
0,,20299,0.000497654837090522,
,0.0005,20349,,
0,,20349,0.00018072975217364728,
,0.0005,20399,,
0,,20399,0.00017637069686315954,
,0.0005,20449,,
0,,20449,0.0001604381832294166,
,0.0005,20499,,
0,,20499,0.00015097123105078936,
,0.0005,20549,,
0,,20549,0.0001760301529429853,
,0.0005,20599,,
0,,20599,0.00010326653136871755,
,0.0005,20649,,
0,,20649,0.00016194982163142413,
,0.0005,20699,,
0,,20699,0.0003579164622351527,
,0.0005,20749,,
0,,20749,0.0001443939981982112,
,0.0005,20799,,
0,,20799,0.00024458536063320935,
,0.0005,20849,,
0,,20849,0.00021519852452911437,
,0.0005,20899,,
0,,20899,0.0003736800863407552,
,0.0005,20949,,
0,,20949,5.52114870515652e-05,
,0.0005,20999,,
0,,20999,0.00014300381008069962,
,0.0005,21049,,
0,,21049,0.0006708153523504734,
,0.0005,21099,,
0,,21099,0.00020902753749396652,
,0.0005,21149,,
0,,21149,8.155488467309624e-05,
,0.0005,21199,,
0,,21199,0.000157218033564277,
,0.0005,21249,,
0,,21249,0.00033623608760535717,
,0.0005,21299,,
0,,21299,0.0003225830150768161,
,0.0005,21349,,
0,,21349,0.00026462331879884005,
,0.0005,21399,,
0,,21399,0.00024509435752406716,
,0.0005,21449,,
0,,21449,0.00014009748701937497,
,0.0005,21499,,
0,,21499,0.00040543399518355727,
,0.0005,21549,,
0,,21549,0.0001470899151172489,
,0.0005,21599,,
0,,21599,0.00018092997197527438,
,0.0005,21649,,
0,,21649,0.00026650590007193387,
,0.0005,21699,,
0,,21699,0.00019289033662062138,
,0.0005,21749,,
0,,21749,0.00011511147022247314,
,0.0005,21799,,
0,,21799,0.00041743513429537416,
,0.0005,21849,,
0,,21849,7.263124280143529e-05,
,0.0005,21899,,
0,,21899,9.204992966260761e-05,
,0.0005,21949,,
0,,21949,0.00027920439606532454,
,0.0005,21999,,
0,,21999,0.00025339165586046875,
,0.0005,22049,,
0,,22049,0.0002952808572445065,
,0.0005,22099,,
0,,22099,0.0005040562245994806,
,0.0005,22149,,
0,,22149,0.0005000769160687923,
,0.0005,22199,,
0,,22199,0.00014193171227816492,
,0.0005,22249,,
0,,22249,0.0002726829261519015,
,0.0005,22299,,
0,,22299,5.2250510634621605e-05,
,0.0005,22349,,
0,,22349,0.00030296717886812985,
,0.0005,22399,,
0,,22399,0.00015524905757047236,
,0.0005,22449,,
0,,22449,0.00010927307448582724,
,0.0005,22499,,
0,,22499,0.0002925162552855909,
,0.0005,22549,,
0,,22549,0.000549222226254642,
,0.0005,22599,,
0,,22599,6.861236033728346e-05,
,0.0005,22649,,
0,,22649,0.00017183202726300806,
,0.0005,22699,,
0,,22699,0.0002603057655505836,
,0.0005,22749,,
0,,22749,0.00015516550047323108,
,0.0005,22799,,
0,,22799,0.0003848858177661896,
,0.0005,22849,,
0,,22849,0.0002388620050624013,
,0.0005,22899,,
0,,22899,6.791495979996398e-05,
,0.0005,22949,,
0,,22949,0.0002880036481656134,
,0.0005,22999,,
0,,22999,0.0001330755476374179,
,0.0005,23049,,
0,,23049,0.00028799939900636673,
,0.0005,23099,,
0,,23099,0.00010022848437074572,
,0.0005,23149,,
0,,23149,0.0002020745596382767,
,0.0005,23199,,
0,,23199,0.00018961186287924647,
,0.0005,23249,,
0,,23249,0.00020241067977622151,
,0.0005,23299,,
0,,23299,0.00018086316413246095,
,0.0005,23349,,
0,,23349,0.0001749747316353023,
,0.0005,23399,,
0,,23399,0.0005182333989068866,
,0.0005,23449,,
0,,23449,9.307295840699226e-05,
,0.0005,23499,,
0,,23499,0.00012639508349820971,
,0.0005,23549,,
0,,23549,0.0001431693381164223,
,0.0005,23599,,
0,,23599,0.00019660918042063713,
,0.0005,23649,,
0,,23649,0.00024396670050919056,
,0.0005,23699,,
0,,23699,8.584323222748935e-05,
,0.0005,23749,,
0,,23749,0.00024735857732594013,
,0.0005,23799,,
0,,23799,0.0002880661631934345,
,0.0005,23849,,
0,,23849,0.00012267827696632594,
,0.0005,23899,,
0,,23899,0.0003277415526099503,
,0.0005,23949,,
0,,23949,0.00022492326388601214,
,0.0005,23999,,
0,,23999,0.00015060172881931067,
,0.0005,24049,,
0,,24049,0.0001925785472849384,
,0.0005,24099,,
0,,24099,0.00021222399664111435,
,0.0005,24149,,
0,,24149,0.00011084887228207663,
,0.0005,24199,,
0,,24199,0.00025926396483555436,
,0.0005,24249,,
0,,24249,7.55935616325587e-05,
,0.0005,24299,,
0,,24299,0.00011539922707015648,
,0.0005,24349,,
0,,24349,0.0002238442248199135,
,0.0005,24399,,
0,,24399,0.00016719801351428032,
,0.0005,24449,,
0,,24449,0.00032276666024699807,
,0.0005,24499,,
0,,24499,0.0001452819851692766,
,0.0005,24549,,
0,,24549,0.0001491014554630965,
,0.0005,24599,,
0,,24599,0.00015448484919033945,
,0.0005,24649,,
0,,24649,0.00047936898772604764,
,0.0005,24699,,
0,,24699,0.00019357094424776733,
,0.0005,24749,,
0,,24749,0.00028992147417739034,
,0.0005,24799,,
0,,24799,0.00012450208305381238,
,0.0005,24849,,
0,,24849,0.00017467266297899187,
,0.0005,24899,,
0,,24899,0.00039806475979276,
,0.0005,24949,,
0,,24949,0.00017853004101198167,
,0.0005,24999,,
0,,24999,0.0002219156885985285,
,0.0005,25049,,
